,PRICE_NEW,BRANDNAME,KM_INT,FUEL,BODY,GEARBOX,DRIVE,COLOR,AGE,ENGINERANGE
1408,1775000,Maruti Suzuki,41000.0,Petrol,Sedan,Manual,2WD,Gray,7,1001-1500(cc)
1409,1775000,Maruti Suzuki,46416.0,Petrol,Hatchback,Manual,2WD,Gray,7,0-1000(cc)
1410,1875000,Maruti Suzuki,30000.0,Petrol,Sedan,Manual,2WD,Gray,7,1001-1500(cc)
1412,1625000,Maruti Suzuki,39000.0,Petrol,Hatchback,Manual,2WD,Gray,7,0-1000(cc)
1413,2250000,Maruti Suzuki,63000.0,Petrol,Hatchback,Manual,2WD,Gray,7,1001-1500(cc)
1414,1400000,Maruti Suzuki,53000.0,Petrol,Hatchback,Manual,2WD,Gray,7,0-1000(cc)
1415,2050000,Maruti Suzuki,52000.0,Petrol,Hatchback,Manual,2WD,Gray,7,1001-1500(cc)
1416,2350000,Maruti Suzuki,39000.0,Petrol,Hatchback,Manual,2WD,Gray,7,1001-1500(cc)
1417,2550000,Maruti Suzuki,38000.0,Petrol,Hatchback,Manual,2WD,Gray,7,1001-1500(cc)
1418,2100000,Maruti Suzuki,24000.0,Petrol,Hatchback,Manual,2WD,Gray,7,1001-1500(cc)
1419,2525000,Maruti Suzuki,30000.0,Diesel,SUV,Manual,2WD,Maroon,7,1001-1500(cc)
1420,2525000,Maruti Suzuki,29000.0,Diesel,SUV,Manual,2WD,Maroon,7,1001-1500(cc)
1421,2275000,Maruti Suzuki,43100.0,Petrol,Hatchback,Manual,2WD,Maroon,7,1001-1500(cc)
1423,1279999,Maruti Suzuki,80000.0,Petrol,SUV,Automatic,4WD,Other Colors,7,1001-1500(cc)
1424,2450000,Maruti Suzuki,80000.0,Petrol,SUV,Automatic,4WD,Other Colors,7,1001-1500(cc)
1425,3500000,Maruti Suzuki,80000.0,Petrol,SUV,Automatic,4WD,Other Colors,7,1001-1500(cc)
1426,2050000,Maruti Suzuki,43000.0,Petrol,Hatchback,Manual,2WD,Other Colors,7,1001-1500(cc)
1427,2650000,Maruti Suzuki,47000.0,Diesel,SUV,Manual,2WD,Other Colors,7,1001-1500(cc)
1428,2150000,Maruti Suzuki,40000.0,Petrol,Hatchback,Manual,2WD,Other Colors,7,1001-1500(cc)
1429,1250000,Maruti Suzuki,38000.0,Petrol,Hatchback,Manual,2WD,Other Colors,7,0-1000(cc)
1434,1225000,Maruti Suzuki,43600.0,Petrol,Hatchback,Automatic,2WD,Other Colors,7,0-1000(cc)
1436,2350000,Maruti Suzuki,41000.0,Petrol,Hatchback,Manual,2WD,Other Colors,7,1001-1500(cc)
1437,2200000,Maruti Suzuki,5000.0,Petrol,Hatchback,Manual,2WD,Red,7,1001-1500(cc)
1438,1390000,Maruti Suzuki,34000.0,Petrol,Van,Manual,2WD,Red,7,1001-1500(cc)
1439,1350000,Maruti Suzuki,38000.0,Petrol,Hatchback,Manual,2WD,Red,7,0-1000(cc)
1440,1450000,Maruti Suzuki,45000.0,Petrol,Hatchback,Manual,4WD,Red,7,0-1000(cc)
1441,2550000,Maruti Suzuki,48500.0,Petrol,Sedan,Manual,2WD,Red,6,1001-1500(cc)
1442,2200000,Maruti Suzuki,60000.0,Petrol,Hatchback,Manual,2WD,Silver,7,1001-1500(cc)
1443,2275000,Maruti Suzuki,41461.0,Petrol,Hatchback,Manual,2WD,Silver,7,1001-1500(cc)
1445,2550000,Maruti Suzuki,39100.0,Diesel,SUV,Manual,2WD,Silver,7,1001-1500(cc)
1446,2300000,Maruti Suzuki,44000.0,Diesel,SUV,Manual,2WD,Silver,7,1001-1500(cc)
1447,2225000,Maruti Suzuki,62314.0,Diesel,Pickup,Manual,4WD,Silver,7,2001-2500(cc)
1448,490000,Maruti Suzuki,55529.0,Diesel,Pickup,Manual,2WD,Silver,7,0-1000(cc)
1449,2900000,Maruti Suzuki,65000.0,Diesel,SUV,Automatic,2WD,Silver,7,1001-1500(cc)
1450,2100000,Maruti Suzuki,43000.0,Petrol,Hatchback,Automatic,2WD,Silver,7,1001-1500(cc)
1451,1350000,Maruti Suzuki,66000.0,Petrol,Van,Manual,2WD,Silver,7,1001-1500(cc)
1452,1450000,Maruti Suzuki,48000.0,Petrol,Van,Manual,2WD,Silver,7,1001-1500(cc)
1453,1150000,Maruti Suzuki,35000.0,Petrol,Hatchback,Manual,2WD,Silver,7,0-1000(cc)
1454,2250000,Maruti Suzuki,43000.0,Petrol,Hatchback,Manual,2WD,Silver,7,1001-1500(cc)
1455,2050000,Maruti Suzuki,50000.0,Petrol,Hatchback,Manual,2WD,Silver,7,1001-1500(cc)
1456,2250000,Maruti Suzuki,55000.0,Petrol,Hatchback,Manual,2WD,Silver,7,1001-1500(cc)
1457,2250000,Maruti Suzuki,54000.0,Petrol,Hatchback,Manual,2WD,Silver,7,1001-1500(cc)
1458,2275000,Maruti Suzuki,46000.0,Petrol,Hatchback,Manual,2WD,Silver,7,1001-1500(cc)
1459,2235000,Maruti Suzuki,41500.0,Petrol,Hatchback,Manual,2WD,Silver,7,1001-1500(cc)
1460,1975000,Maruti Suzuki,40000.0,Petrol,Hatchback,Manual,2WD,Silver,7,1001-1500(cc)
1462,2100000,Maruti Suzuki,41500.0,Petrol,Sedan,Automatic,2WD,Silver,7,1001-1500(cc)
1463,1125000,Maruti Suzuki,56000.0,Petrol,Hatchback,Manual,2WD,Silver,7,0-1000(cc)
1464,2300000,Maruti Suzuki,45000.0,Petrol,Hatchback,Manual,2WD,Silver,7,1001-1500(cc)
1465,2175000,Maruti Suzuki,52420.0,Petrol,Sedan,Manual,2WD,Silver,7,1001-1500(cc)
1467,1999999,Maruti Suzuki,42300.0,Petrol,Hatchback,Manual,2WD,Silver,7,1001-1500(cc)
1469,1800000,Maruti Suzuki,34000.0,Petrol,Hatchback,Manual,2WD,Silver,7,0-1000(cc)
1471,2350000,Maruti Suzuki,35000.0,Petrol,Hatchback,Manual,2WD,Silver,7,1001-1500(cc)
1472,2075000,Maruti Suzuki,52000.0,Petrol,Hatchback,Manual,2WD,Silver,7,1001-1500(cc)
1473,1900000,Maruti Suzuki,59000.0,Petrol,Hatchback,Manual,2WD,Silver,7,0-1000(cc)
1474,2200000,Maruti Suzuki,45000.0,Petrol,Hatchback,Manual,2WD,Silver,7,1001-1500(cc)
1475,1999999,Maruti Suzuki,43000.0,Petrol,Sedan,Manual,2WD,Silver,6,1001-1500(cc)
1476,2349000,Maruti Suzuki,39000.0,Petrol,Hatchback,Manual,2WD,Silver,6,1001-1500(cc)
1477,1550000,Maruti Suzuki,43000.0,Petrol,Hatchback,Manual,2WD,Silver,6,0-1000(cc)
1478,2300000,Maruti Suzuki,20000.0,Petrol,Hatchback,Manual,2WD,Silver,6,1001-1500(cc)
1479,2350000,Maruti Suzuki,48000.0,Petrol,SUV,Automatic,4WD,White,7,1001-1500(cc)
1480,2850000,Maruti Suzuki,18000.0,Diesel,SUV,Manual,2WD,White,7,1001-1500(cc)
1481,500000,Maruti Suzuki,72816.0,Petrol,Van,Manual,2WD,White,7,0-1000(cc)
1482,2150000,Maruti Suzuki,45000.0,Petrol,Sedan,Manual,2WD,White,7,1001-1500(cc)
1484,2350000,Maruti Suzuki,193000.0,Petrol,Hatchback,Manual,2WD,White,7,0-1000(cc)
1485,2275000,Maruti Suzuki,45666.0,Petrol,Sedan,Manual,2WD,Other Colors,7,1001-1500(cc)
1486,2400000,Maruti Suzuki,225000.0,Petrol,Hatchback,Manual,2WD,White,7,0-1000(cc)
1487,2350000,Maruti Suzuki,150000.0,Petrol,Hatchback,Manual,2WD,White,7,0-1000(cc)
1489,950000,Maruti Suzuki,71500.0,Petrol,Hatchback,Manual,2WD,Other Colors,7,0-1000(cc)
1490,2350000,Maruti Suzuki,175000.0,Petrol,Hatchback,Manual,2WD,White,7,0-1000(cc)
1491,2300000,Maruti Suzuki,150000.0,Petrol,Hatchback,Manual,2WD,White,6,0-1000(cc)
1492,600000,Maruti Suzuki,185000.0,Petrol,Hatchback,Manual,4WD,White,6,0-1000(cc)
1493,2325000,Maruti Suzuki,124000.0,Petrol,Hatchback,Manual,2WD,White,6,0-1000(cc)
1494,2350000,Maruti Suzuki,100000.0,Petrol,Hatchback,Manual,2WD,White,6,0-1000(cc)
1495,2350000,Maruti Suzuki,100000.0,Petrol,Hatchback,Manual,2WD,White,6,0-1000(cc)
1496,500000,Maruti Suzuki,35000.0,Petrol,Van,Manual,2WD,White,6,0-1000(cc)
1497,2350000,Maruti Suzuki,200000.0,Petrol,Hatchback,Manual,2WD,White,6,0-1000(cc)
1498,2300000,Maruti Suzuki,135000.0,Petrol,Hatchback,Manual,2WD,White,6,0-1000(cc)
1499,2300000,Maruti Suzuki,32000.0,Petrol,Hatchback,Manual,2WD,White,6,1001-1500(cc)
1500,2450000,Maruti Suzuki,42000.0,Petrol,Sedan,Manual,2WD,White,6,1001-1500(cc)
1501,2850000,Maruti Suzuki,56000.0,Diesel,SUV,Manual,2WD,Other Colors,6,1001-1500(cc)
1503,2775000,Maruti Suzuki,42000.0,Diesel,SUV,Manual,2WD,Blue,6,1001-1500(cc)
1504,2150000,Maruti Suzuki,43500.0,Petrol,SUV,Manual,2WD,Blue,6,1001-1500(cc)
1505,2050000,Maruti Suzuki,33000.0,Petrol,Hatchback,Manual,2WD,Blue,6,1001-1500(cc)
1506,2275000,Maruti Suzuki,49000.0,Petrol,Sedan,Automatic,2WD,Blue,6,1001-1500(cc)
1507,2000000,Maruti Suzuki,64000.0,Petrol,Hatchback,Manual,2WD,Blue,6,1001-1500(cc)
1508,2200000,Maruti Suzuki,57000.0,Petrol,Hatchback,Automatic,2WD,Blue,5,1001-1500(cc)
1509,3300000,Maruti Suzuki,40000.0,Diesel,SUV,Manual,2WD,Blue,6,1001-1500(cc)
1510,2050000,Maruti Suzuki,41000.0,Petrol,Hatchback,Manual,2WD,Gray,6,1001-1500(cc)
1511,2150000,Maruti Suzuki,24000.0,Petrol,Hatchback,Manual,2WD,Gray,6,1001-1500(cc)
1512,2400000,Maruti Suzuki,31000.0,Petrol,Hatchback,Manual,2WD,Gray,6,1001-1500(cc)
1513,2490000,Maruti Suzuki,41000.0,Petrol,Hatchback,Manual,2WD,Gray,6,1001-1500(cc)
1514,2100000,Maruti Suzuki,31000.0,Petrol,SUV,Manual,2WD,Gray,6,1001-1500(cc)
1515,1995000,Maruti Suzuki,50000.0,Petrol,Hatchback,Manual,2WD,Gray,6,1001-1500(cc)
1516,2350000,Maruti Suzuki,27000.0,Petrol,Hatchback,Automatic,2WD,Gray,6,1001-1500(cc)
1518,1995000,Maruti Suzuki,23000.0,Petrol,Hatchback,Manual,2WD,Other Colors,6,1001-1500(cc)
1519,2475000,Maruti Suzuki,80000.0,Petrol,SUV,Automatic,4WD,Other Colors,6,1001-1500(cc)
1521,4000000,Maruti Suzuki,50000.0,Petrol,SUV,Automatic,2WD,Other Colors,6,1001-1500(cc)
1523,3150000,Maruti Suzuki,33000.0,Diesel,SUV,Manual,2WD,Red,6,1001-1500(cc)
1524,2200000,Maruti Suzuki,48000.0,Petrol,Hatchback,Manual,2WD,Red,6,1001-1500(cc)
1525,1100000,Maruti Suzuki,33000.0,Petrol,Van,Automatic,2WD,Silver,6,0-1000(cc)
1526,2900000,Maruti Suzuki,49000.0,Diesel,SUV,Manual,2WD,Silver,6,1001-1500(cc)
1527,2900000,Maruti Suzuki,60140.0,Diesel,SUV,Manual,2WD,Silver,6,1001-1500(cc)
1528,850000,Maruti Suzuki,56300.0,Petrol,Van,Manual,2WD,Silver,6,0-1000(cc)
1529,2250000,Maruti Suzuki,47000.0,Petrol,Hatchback,Manual,2WD,Silver,6,1001-1500(cc)
1530,2100000,Maruti Suzuki,57000.0,Petrol,Sedan,Manual,2WD,Silver,6,1001-1500(cc)
1531,2350000,Maruti Suzuki,61000.0,Petrol,Hatchback,Manual,4WD,Silver,6,1001-1500(cc)
1532,1625000,Maruti Suzuki,38500.0,Petrol,Hatchback,Manual,2WD,Silver,6,0-1000(cc)
1533,1690000,Maruti Suzuki,42524.0,Petrol,Hatchback,Manual,2WD,Silver,6,0-1000(cc)
1534,1690000,Maruti Suzuki,40783.0,Petrol,Hatchback,Manual,2WD,Silver,6,0-1000(cc)
1535,1900000,Maruti Suzuki,68000.0,Petrol,Hatchback,Manual,2WD,Silver,6,0-1000(cc)
1536,2350000,Maruti Suzuki,39500.0,Petrol,SUV,Manual,2WD,Silver,6,1001-1500(cc)
1537,1750000,Maruti Suzuki,26000.0,Petrol,Hatchback,Manual,2WD,Silver,6,0-1000(cc)
1538,2700000,Maruti Suzuki,15000.0,Diesel,SUV,Manual,2WD,White,6,1001-1500(cc)
1539,2200000,Maruti Suzuki,41000.0,Petrol,Hatchback,Manual,2WD,White,6,1001-1500(cc)
1540,625000,Maruti Suzuki,42500.0,Petrol,Van,Manual,2WD,White,6,0-1000(cc)
1541,565000,Maruti Suzuki,41000.0,Petrol,Van,Manual,2WD,White,6,0-1000(cc)
1542,590000,Maruti Suzuki,45000.0,Petrol,Van,Automatic,2WD,White,6,0-1000(cc)
1543,2500000,Maruti Suzuki,165000.0,Petrol,Hatchback,Manual,4WD,White,5,0-1000(cc)
1544,2550000,Maruti Suzuki,125000.0,Petrol,Hatchback,Manual,2WD,White,5,0-1000(cc)
1545,2599999,Maruti Suzuki,20000.0,Petrol,SUV,Manual,2WD,White,5,1001-1500(cc)
1546,2675000,Maruti Suzuki,32000.0,Petrol,Sedan,Manual,2WD,White,5,1001-1500(cc)
1547,3050000,Maruti Suzuki,33000.0,Diesel,SUV,Manual,2WD,Other Colors,6,1001-1500(cc)
1548,1950000,Maruti Suzuki,42000.0,Petrol,SUV,Automatic,4WD,Other Colors,5,0-1000(cc)
1549,3300000,Maruti Suzuki,46000.0,Diesel,SUV,Manual,2WD,Black,5,1001-1500(cc)
1550,2450000,Maruti Suzuki,41000.0,Petrol,Hatchback,Manual,2WD,Blue,4,1001-1500(cc)
1551,1850000,Maruti Suzuki,59000.0,Petrol,Hatchback,Manual,2WD,Brown,5,0-1000(cc)
1552,2357000,Maruti Suzuki,19700.0,Petrol,Hatchback,Manual,2WD,Gray,5,1001-1500(cc)
1553,1385000,Maruti Suzuki,42000.0,Petrol,Hatchback,Manual,2WD,Gray,5,0-1000(cc)
1554,2150000,Maruti Suzuki,38000.0,Petrol,Hatchback,Manual,2WD,Gray,5,0-1000(cc)
1555,2550000,Maruti Suzuki,31000.0,Petrol,Sedan,Manual,2WD,Gray,5,1001-1500(cc)
1556,2500000,Maruti Suzuki,60000.0,Petrol,Hatchback,Automatic,2WD,Gray,5,1001-1500(cc)
1557,1725000,Maruti Suzuki,38000.0,Petrol,Van,Manual,2WD,Gray,5,1001-1500(cc)
1558,2250000,Maruti Suzuki,32000.0,Petrol,SUV,Automatic,4WD,Other Colors,5,1001-1500(cc)
1559,1598000,Maruti Suzuki,40000.0,Petrol,Hatchback,Manual,2WD,Other Colors,5,0-1000(cc)
1563,2025000,Maruti Suzuki,37500.0,Petrol,Hatchback,Manual,2WD,Other Colors,5,0-1000(cc)
1567,2825000,Maruti Suzuki,22000.0,Diesel,SUV,Manual,2WD,Red,5,1001-1500(cc)
1568,2100000,Maruti Suzuki,13000.0,Petrol,Hatchback,Manual,2WD,Red,5,0-1000(cc)
1569,3200000,Maruti Suzuki,38000.0,Diesel,SUV,Manual,2WD,Red,5,1001-1500(cc)
1570,2750000,Maruti Suzuki,48000.0,Petrol,Hatchback,Manual,2WD,Silver,4,1001-1500(cc)
1571,2588000,Maruti Suzuki,28000.0,Petrol,Hatchback,Manual,2WD,Silver,5,1001-1500(cc)
1572,1399999,Maruti Suzuki,5500.0,Petrol,Hatchback,Manual,2WD,Silver,5,0-1000(cc)
1573,1525000,Maruti Suzuki,41500.0,Petrol,Hatchback,Manual,2WD,Silver,5,0-1000(cc)
1574,2325000,Maruti Suzuki,35500.0,Petrol,Hatchback,Automatic,2WD,Silver,5,1001-1500(cc)
1575,1825000,Maruti Suzuki,40000.0,Petrol,Hatchback,Manual,2WD,Silver,5,0-1000(cc)
1576,1950000,Maruti Suzuki,47000.0,Petrol,Hatchback,Manual,2WD,Silver,5,0-1000(cc)
1577,1780000,Maruti Suzuki,39000.0,Petrol,Van,Manual,2WD,Silver,5,1001-1500(cc)
1579,2430000,Maruti Suzuki,45000.0,Petrol,Hatchback,Manual,2WD,Silver,5,1001-1500(cc)
1580,2700000,Maruti Suzuki,9500.0,Petrol,Hatchback,Manual,2WD,Silver,5,0-1000(cc)
1581,1640000,Maruti Suzuki,49250.0,Petrol,Van,Manual,2WD,Silver,5,1001-1500(cc)
1582,1999000,Maruti Suzuki,35800.0,Petrol,SUV,Manual,2WD,Silver,5,1001-1500(cc)
1583,2700000,Maruti Suzuki,120000.0,Petrol,Hatchback,Manual,2WD,Silver,5,0-1000(cc)
1584,1800000,Maruti Suzuki,38000.0,Petrol,Van,Automatic,2WD,Silver,5,1001-1500(cc)
1585,1850000,Maruti Suzuki,40000.0,Petrol,Hatchback,Manual,2WD,Silver,5,0-1000(cc)
1586,1750000,Maruti Suzuki,40000.0,Petrol,Van,Manual,4WD,White,5,1001-1500(cc)
1587,700000,Maruti Suzuki,12192.0,Petrol,Van,Manual,2WD,White,4,0-1000(cc)
1589,3075000,Maruti Suzuki,46250.0,Diesel,SUV,Manual,2WD,White,5,1001-1500(cc)
1590,2950000,Maruti Suzuki,50000.0,Diesel,SUV,Manual,2WD,White,5,1001-1500(cc)
1591,3200000,Maruti Suzuki,53000.0,Diesel,SUV,Automatic,2WD,White,5,1001-1500(cc)
1592,3250000,Maruti Suzuki,30000.0,Diesel,SUV,Manual,2WD,White,5,1001-1500(cc)
1593,2400000,Maruti Suzuki,40000.0,Petrol,Hatchback,Manual,2WD,White,5,1001-1500(cc)
1594,2775000,Maruti Suzuki,108000.0,Petrol,Hatchback,Automatic,2WD,White,5,0-1000(cc)
1595,2450000,Maruti Suzuki,45000.0,Petrol,Hatchback,Manual,2WD,White,5,1001-1500(cc)
1596,2150000,Maruti Suzuki,41000.0,Petrol,Hatchback,Manual,2WD,White,5,1001-1500(cc)
1597,2700000,Maruti Suzuki,120000.0,Petrol,Hatchback,Manual,2WD,White,5,0-1000(cc)
1598,690000,Maruti Suzuki,37801.0,Petrol,Hatchback,Manual,2WD,White,5,0-1000(cc)
1599,2600000,Maruti Suzuki,181000.0,Petrol,Hatchback,Manual,2WD,White,5,0-1000(cc)
1600,2150000,Maruti Suzuki,40000.0,Petrol,Hatchback,Manual,2WD,White,5,0-1000(cc)
1601,2560000,Maruti Suzuki,125000.0,Petrol,Hatchback,Manual,2WD,White,5,0-1000(cc)
1602,2650000,Maruti Suzuki,115000.0,Petrol,Hatchback,Automatic,2WD,White,4,0-1000(cc)
1603,2200000,Maruti Suzuki,53000.0,Petrol,Hatchback,Manual,2WD,Gray,4,1001-1500(cc)
1604,2200000,Maruti Suzuki,53000.0,Petrol,Hatchback,Manual,2WD,Gray,4,1001-1500(cc)
1605,1950000,Maruti Suzuki,14000.0,Petrol,SUV,Manual,2WD,Gray,4,0-1000(cc)
1606,1950000,Maruti Suzuki,46110.0,Petrol,Hatchback,Manual,2WD,Gray,4,0-1000(cc)
1607,2250000,Maruti Suzuki,32137.0,Petrol,Hatchback,Manual,2WD,Gray,4,0-1000(cc)
1608,2000000,Maruti Suzuki,57000.0,Petrol,Hatchback,Manual,2WD,Gray,4,0-1000(cc)
1609,3150000,Maruti Suzuki,42000.0,Diesel,SUV,Manual,2WD,Maroon,4,1001-1500(cc)
1610,3500000,Maruti Suzuki,26000.0,Diesel,SUV,Automatic,2WD,Maroon,3,1001-1500(cc)
1611,24000000,Maruti Suzuki,57000.0,Petrol,SUV,Manual,4WD,Other Colors,4,1001-1500(cc)
1612,775000,Maruti Suzuki,50000.0,Diesel,Pickup,Automatic,2WD,Other Colors,4,0-1000(cc)
1614,2600000,Maruti Suzuki,33000.0,Petrol,Sedan,Manual,2WD,Silver,4,0-1000(cc)
1615,3150000,Maruti Suzuki,39000.0,Diesel,SUV,Manual,2WD,Silver,4,1001-1500(cc)
1616,2650000,Maruti Suzuki,30400.0,Diesel,SUV,Manual,2WD,Silver,4,1001-1500(cc)
1619,775000,Maruti Suzuki,35000.0,Diesel,Pickup,Manual,2WD,Silver,4,0-1000(cc)
1621,1965000,Maruti Suzuki,29100.0,Petrol,Hatchback,Manual,2WD,Silver,4,0-1000(cc)
1622,1485000,Maruti Suzuki,42500.0,Petrol,Hatchback,Manual,2WD,Silver,4,0-1000(cc)
1623,1850000,Maruti Suzuki,85000.0,Petrol,Van,Manual,2WD,Silver,4,1001-1500(cc)
1624,2450000,Maruti Suzuki,35000.0,Petrol,SUV,Automatic,2WD,Silver,4,1001-1500(cc)
1625,2800000,Maruti Suzuki,109000.0,Petrol,Hatchback,Manual,2WD,Silver,4,0-1000(cc)
1626,2700000,Maruti Suzuki,16500.0,Petrol,SUV,Automatic,2WD,Silver,4,1001-1500(cc)
1627,2400000,Maruti Suzuki,37000.0,Petrol,Sedan,Manual,2WD,Silver,3,1001-1500(cc)
1628,2825000,Maruti Suzuki,47000.0,Petrol,SUV,Manual,2WD,White,4,1001-1500(cc)
1629,3150000,Maruti Suzuki,82000.0,Petrol,SUV,Manual,2WD,White,4,1001-1500(cc)
1630,615000,Maruti Suzuki,33000.0,Petrol,Van,Manual,2WD,White,4,0-1000(cc)
1631,3550000,Maruti Suzuki,21000.0,Petrol,SUV,Automatic,4WD,Brown,3,1001-1500(cc)
1632,1800000,Maruti Suzuki,22000.0,Diesel,Van,Manual,4WD,Gray,3,1001-1500(cc)
1633,1735000,Maruti Suzuki,9000.0,Petrol,Hatchback,Manual,2WD,Gray,3,0-1000(cc)
1634,2600000,Maruti Suzuki,41000.0,Petrol,Hatchback,Manual,2WD,Gray,3,1001-1500(cc)
1636,2025000,Maruti Suzuki,21000.0,Petrol,Hatchback,Manual,2WD,Gray,3,0-1000(cc)
1637,2250000,Maruti Suzuki,30000.0,Petrol,Hatchback,Manual,2WD,Other Colors,3,1001-1500(cc)
1638,3900000,Maruti Suzuki,23000.0,Petrol,SUV,Manual,2WD,Other Colors,2,1001-1500(cc)
1640,2700000,Maruti Suzuki,30000.0,Petrol,SUV,Automatic,4WD,Silver,3,1001-1500(cc)
1641,1700000,Maruti Suzuki,20000.0,Petrol,Van,Automatic,2WD,Silver,3,1001-1500(cc)
1642,2700000,Maruti Suzuki,27000.0,Petrol,Hatchback,Manual,2WD,Silver,3,1001-1500(cc)
1643,2775000,Maruti Suzuki,28000.0,Petrol,Hatchback,Manual,2WD,Silver,3,1001-1500(cc)
1644,2550000,Maruti Suzuki,13500.0,Petrol,Hatchback,Manual,2WD,Silver,3,1001-1500(cc)
1645,1800000,Maruti Suzuki,24000.0,Petrol,Van,Automatic,2WD,Silver,3,1001-1500(cc)
1646,2275000,Maruti Suzuki,25200.0,Petrol,Hatchback,Manual,2WD,White,3,0-1000(cc)
1647,950000,Maruti Suzuki,34700.0,Petrol,Van,Manual,2WD,White,3,1001-1500(cc)
1648,1150000,Maruti Suzuki,23000.0,Petrol,Van,Manual,2WD,White,3,1001-1500(cc)
1649,3450000,Maruti Suzuki,46000.0,Petrol,SUV,Manual,2WD,Other Colors,2,1001-1500(cc)
1650,3500000,Maruti Suzuki,7000.0,Petrol,SUV,Automatic,2WD,Gray,2,1001-1500(cc)
1651,3650000,Maruti Suzuki,21500.0,Petrol,SUV,Manual,2WD,Gray,2,1001-1500(cc)
1652,3650000,Maruti Suzuki,37000.0,Petrol,SUV,Manual,2WD,Gray,2,1001-1500(cc)
1653,3800000,Maruti Suzuki,40000.0,Petrol,SUV,Manual,2WD,Gray,2,1001-1500(cc)
1654,2800000,Maruti Suzuki,29000.0,Petrol,Hatchback,Manual,2WD,Gray,2,1001-1500(cc)
1655,3400000,Maruti Suzuki,26000.0,Petrol,SUV,Manual,2WD,Gray,2,1001-1500(cc)
1656,2075000,Maruti Suzuki,15000.0,Petrol,Hatchback,Manual,2WD,Gray,2,0-1000(cc)
1657,2900000,Maruti Suzuki,27000.0,Petrol,Hatchback,Manual,2WD,Other Colors,2,1001-1500(cc)
1658,2650000,Maruti Suzuki,26000.0,Petrol,Hatchback,Manual,2WD,Other Colors,2,1001-1500(cc)
1660,4100000,Maruti Suzuki,7800.0,Petrol,SUV,Automatic,4WD,Red,2,1001-1500(cc)
1661,3880000,Maruti Suzuki,11000.0,Petrol,SUV,Manual,2WD,Red,2,1001-1500(cc)
1662,3950000,Maruti Suzuki,17000.0,Petrol,SUV,Manual,2WD,Red,2,1001-1500(cc)
1663,4200000,Maruti Suzuki,16000.0,Petrol,SUV,Manual,2WD,Red,2,1001-1500(cc)
1665,3800000,Maruti Suzuki,26000.0,Petrol,SUV,Manual,2WD,Silver,2,1001-1500(cc)
1666,2450000,Maruti Suzuki,21000.0,Petrol,Hatchback,Manual,2WD,Silver,2,1001-1500(cc)
1668,3700000,Maruti Suzuki,24000.0,Petrol,SUV,Manual,2WD,Silver,2,1001-1500(cc)
1669,2850000,Maruti Suzuki,8141.0,Petrol,Hatchback,Manual,2WD,Silver,2,1001-1500(cc)
1670,2650000,Maruti Suzuki,16000.0,Petrol,Hatchback,Manual,2WD,Silver,2,1001-1500(cc)
1672,3950000,Maruti Suzuki,22000.0,Petrol,SUV,Manual,2WD,Silver,2,1001-1500(cc)
1673,2950000,Maruti Suzuki,19000.0,Petrol,Hatchback,Manual,2WD,Silver,1,1001-1500(cc)
1674,1250000,Maruti Suzuki,19000.0,Petrol,Van,Manual,2WD,White,2,1001-1500(cc)
1675,1175000,Maruti Suzuki,32401.0,Petrol,Van,Manual,2WD,White,2,1001-1500(cc)
1677,1200000,Maruti Suzuki,19800.0,Petrol,Van,Automatic,2WD,White,2,1001-1500(cc)
1679,1350000,Maruti Suzuki,2500.0,Petrol,Van,Manual,2WD,White,2,1001-1500(cc)
1682,1375000,Maruti Suzuki,15000.0,Petrol,Van,Automatic,2WD,White,2,1001-1500(cc)
1683,2350000,Maruti Suzuki,29000.0,Petrol,Hatchback,Manual,2WD,Blue,1,0-1000(cc)
1685,2450000,Maruti Suzuki,5400.0,Petrol,Hatchback,Automatic,2WD,Blue,1,0-1000(cc)
1686,4100000,Maruti Suzuki,10000.0,Petrol,SUV,Manual,2WD,Gray,1,1001-1500(cc)
1687,2450000,Maruti Suzuki,8400.0,Petrol,Hatchback,Automatic,2WD,Gray,1,0-1000(cc)
1688,2000000,Maruti Suzuki,5000.0,Petrol,SUV,Automatic,2WD,Gray,1,0-1000(cc)
1689,3799000,Maruti Suzuki,40000.0,Petrol,SUV,Manual,2WD,Other Colors,1,1001-1500(cc)
1690,4050000,Maruti Suzuki,28000.0,Petrol,SUV,Manual,2WD,Red,1,1001-1500(cc)
1691,4075000,Maruti Suzuki,23000.0,Petrol,SUV,Manual,2WD,Silver,1,1001-1500(cc)
1692,2375000,Maruti Suzuki,19865.0,Petrol,Van,Manual,2WD,Silver,1,1001-1500(cc)
1694,3850000,Maruti Suzuki,17000.0,Petrol,SUV,Manual,2WD,Silver,0,1001-1500(cc)
1695,1250000,Maruti Suzuki,17500.0,Petrol,Pickup,Automatic,2WD,White,1,1001-1500(cc)
1696,3975000,Maruti Suzuki,11500.0,Petrol,SUV,Manual,2WD,White,1,1001-1500(cc)
1697,2300000,Maruti Suzuki,32000.0,Petrol,Hatchback,Manual,4WD,White,1,0-1000(cc)
1698,4100000,Maruti Suzuki,9500.0,Petrol,SUV,Manual,2WD,White,1,1001-1500(cc)
1699,2725000,Maruti Suzuki,7000.0,Petrol,Hatchback,Manual,2WD,Gray,0,0-1000(cc)
1701,5300000,Maruti Suzuki,3178.0,Petrol,SUV,Manual,2WD,Silver,0,1001-1500(cc)
